name,base_id,char_definitionId
Royal Guard,ROYALGUARD,ROYALGUARD:FOUR_STAR
Royal Guard,ROYALGUARD,ROYALGUARD:FIVE_STAR
Royal Guard,ROYALGUARD,ROYALGUARD:TWO_STAR
Royal Guard,ROYALGUARD,ROYALGUARD:SIX_STAR
Royal Guard,ROYALGUARD,ROYALGUARD:THREE_STAR
Royal Guard,ROYALGUARD,ROYALGUARD:ONE_STAR
B-28 Extinction-class Bomber,SITHBOMBER,SITHBOMBER:FOUR_STAR
B-28 Extinction-class Bomber,SITHBOMBER,SITHBOMBER:SEVEN_STAR
B-28 Extinction-class Bomber,SITHBOMBER,SITHBOMBER:FIVE_STAR
B-28 Extinction-class Bomber,SITHBOMBER,SITHBOMBER:THREE_STAR
B-28 Extinction-class Bomber,SITHBOMBER,SITHBOMBER:TWO_STAR
B-28 Extinction-class Bomber,SITHBOMBER,SITHBOMBER:ONE_STAR
B-28 Extinction-class Bomber,SITHBOMBER,SITHBOMBER:SIX_STAR
Lord Vader,LORDVADER,LORDVADER:SIX_STAR
Lord Vader,LORDVADER,LORDVADER:SEVEN_STAR
Lord Vader,LORDVADER,LORDVADER:FIVE_STAR
Lord Vader,LORDVADER,LORDVADER:FOUR_STAR
Lord Vader,LORDVADER,LORDVADER:TWO_STAR
Lord Vader,LORDVADER,LORDVADER:ONE_STAR
Lord Vader,LORDVADER,LORDVADER:THREE_STAR
Jawa Scavenger,JAWASCAVENGER,JAWASCAVENGER:FIVE_STAR
Jawa Scavenger,JAWASCAVENGER,JAWASCAVENGER:SEVEN_STAR
Jawa Scavenger,JAWASCAVENGER,JAWASCAVENGER:FOUR_STAR
Jawa Scavenger,JAWASCAVENGER,JAWASCAVENGER:SIX_STAR
Jawa Scavenger,JAWASCAVENGER,JAWASCAVENGER:TWO_STAR
Jawa Scavenger,JAWASCAVENGER,JAWASCAVENGER:ONE_STAR
Jawa Scavenger,JAWASCAVENGER,JAWASCAVENGER:THREE_STAR
Aurra Sing,AURRA_SING,AURRA_SING:SEVEN_STAR
Aurra Sing,AURRA_SING,AURRA_SING:SIX_STAR
Aurra Sing,AURRA_SING,AURRA_SING:TWO_STAR
Aurra Sing,AURRA_SING,AURRA_SING:FIVE_STAR
Aurra Sing,AURRA_SING,AURRA_SING:ONE_STAR
Aurra Sing,AURRA_SING,AURRA_SING:THREE_STAR
Aurra Sing,AURRA_SING,AURRA_SING:FOUR_STAR
TIE Silencer,TIESILENCER,TIESILENCER:SEVEN_STAR
TIE Silencer,TIESILENCER,TIESILENCER:FOUR_STAR
TIE Silencer,TIESILENCER,TIESILENCER:FIVE_STAR
TIE Silencer,TIESILENCER,TIESILENCER:TWO_STAR
TIE Silencer,TIESILENCER,TIESILENCER:SIX_STAR
TIE Silencer,TIESILENCER,TIESILENCER:THREE_STAR
TIE Silencer,TIESILENCER,TIESILENCER:ONE_STAR
Cad Bane,CADBANE,CADBANE:FIVE_STAR
Cad Bane,CADBANE,CADBANE:SEVEN_STAR
Cad Bane,CADBANE,CADBANE:FOUR_STAR
Cad Bane,CADBANE,CADBANE:THREE_STAR
Cad Bane,CADBANE,CADBANE:ONE_STAR
Cad Bane,CADBANE,CADBANE:SIX_STAR
Cad Bane,CADBANE,CADBANE:TWO_STAR
Captain Phasma,PHASMA,PHASMA:FIVE_STAR
Captain Phasma,PHASMA,PHASMA:SEVEN_STAR
Captain Phasma,PHASMA,PHASMA:SIX_STAR
Captain Phasma,PHASMA,PHASMA:FOUR_STAR
Captain Phasma,PHASMA,PHASMA:TWO_STAR
Captain Phasma,PHASMA,PHASMA:THREE_STAR
Captain Phasma,PHASMA,PHASMA:ONE_STAR
Finn,FINN,FINN:SEVEN_STAR
Finn,FINN,FINN:SIX_STAR
Finn,FINN,FINN:FIVE_STAR
Finn,FINN,FINN:TWO_STAR
Finn,FINN,FINN:ONE_STAR
Finn,FINN,FINN:THREE_STAR
Finn,FINN,FINN:FOUR_STAR
Resistance Trooper,RESISTANCETROOPER,RESISTANCETROOPER:FOUR_STAR
Resistance Trooper,RESISTANCETROOPER,RESISTANCETROOPER:SEVEN_STAR
Resistance Trooper,RESISTANCETROOPER,RESISTANCETROOPER:SIX_STAR
Resistance Trooper,RESISTANCETROOPER,RESISTANCETROOPER:ONE_STAR
Resistance Trooper,RESISTANCETROOPER,RESISTANCETROOPER:THREE_STAR
Resistance Trooper,RESISTANCETROOPER,RESISTANCETROOPER:FIVE_STAR
Resistance Trooper,RESISTANCETROOPER,RESISTANCETROOPER:TWO_STAR
Nute Gunray,NUTEGUNRAY,NUTEGUNRAY:SEVEN_STAR
Nute Gunray,NUTEGUNRAY,NUTEGUNRAY:FIVE_STAR
Nute Gunray,NUTEGUNRAY,NUTEGUNRAY:FOUR_STAR
Nute Gunray,NUTEGUNRAY,NUTEGUNRAY:ONE_STAR
Nute Gunray,NUTEGUNRAY,NUTEGUNRAY:THREE_STAR
Nute Gunray,NUTEGUNRAY,NUTEGUNRAY:SIX_STAR
Nute Gunray,NUTEGUNRAY,NUTEGUNRAY:TWO_STAR
TIE Reaper,TIEREAPER,TIEREAPER:SEVEN_STAR
TIE Reaper,TIEREAPER,TIEREAPER:FIVE_STAR
TIE Reaper,TIEREAPER,TIEREAPER:FOUR_STAR
TIE Reaper,TIEREAPER,TIEREAPER:THREE_STAR
TIE Reaper,TIEREAPER,TIEREAPER:ONE_STAR
TIE Reaper,TIEREAPER,TIEREAPER:SIX_STAR
TIE Reaper,TIEREAPER,TIEREAPER:TWO_STAR
Iden Versio,IDENVERSIOEMPIRE,IDENVERSIOEMPIRE:FOUR_STAR
Iden Versio,IDENVERSIOEMPIRE,IDENVERSIOEMPIRE:SEVEN_STAR
Iden Versio,IDENVERSIOEMPIRE,IDENVERSIOEMPIRE:SIX_STAR
Iden Versio,IDENVERSIOEMPIRE,IDENVERSIOEMPIRE:FIVE_STAR
Iden Versio,IDENVERSIOEMPIRE,IDENVERSIOEMPIRE:TWO_STAR
Iden Versio,IDENVERSIOEMPIRE,IDENVERSIOEMPIRE:THREE_STAR
Iden Versio,IDENVERSIOEMPIRE,IDENVERSIOEMPIRE:ONE_STAR
Hoth Rebel Scout,HOTHREBELSCOUT,HOTHREBELSCOUT:SIX_STAR
Hoth Rebel Scout,HOTHREBELSCOUT,HOTHREBELSCOUT:SEVEN_STAR
Hoth Rebel Scout,HOTHREBELSCOUT,HOTHREBELSCOUT:FIVE_STAR
Hoth Rebel Scout,HOTHREBELSCOUT,HOTHREBELSCOUT:TWO_STAR
Hoth Rebel Scout,HOTHREBELSCOUT,HOTHREBELSCOUT:THREE_STAR
Hoth Rebel Scout,HOTHREBELSCOUT,HOTHREBELSCOUT:ONE_STAR
Hoth Rebel Scout,HOTHREBELSCOUT,HOTHREBELSCOUT:FOUR_STAR
First Order Stormtrooper,FIRSTORDERTROOPER,FIRSTORDERTROOPER:FIVE_STAR
First Order Stormtrooper,FIRSTORDERTROOPER,FIRSTORDERTROOPER:FOUR_STAR
First Order Stormtrooper,FIRSTORDERTROOPER,FIRSTORDERTROOPER:SIX_STAR
First Order Stormtrooper,FIRSTORDERTROOPER,FIRSTORDERTROOPER:SEVEN_STAR
First Order Stormtrooper,FIRSTORDERTROOPER,FIRSTORDERTROOPER:TWO_STAR
First Order Stormtrooper,FIRSTORDERTROOPER,FIRSTORDERTROOPER:ONE_STAR
First Order Stormtrooper,FIRSTORDERTROOPER,FIRSTORDERTROOPER:THREE_STAR
Bistan's U-wing,UWINGSCARIF,UWINGSCARIF:FOUR_STAR
Bistan's U-wing,UWINGSCARIF,UWINGSCARIF:SEVEN_STAR
Bistan's U-wing,UWINGSCARIF,UWINGSCARIF:FIVE_STAR
Bistan's U-wing,UWINGSCARIF,UWINGSCARIF:SIX_STAR
Bistan's U-wing,UWINGSCARIF,UWINGSCARIF:TWO_STAR
Bistan's U-wing,UWINGSCARIF,UWINGSCARIF:ONE_STAR
Bistan's U-wing,UWINGSCARIF,UWINGSCARIF:THREE_STAR
Stormtrooper Han,STORMTROOPERHAN,STORMTROOPERHAN:SEVEN_STAR
Stormtrooper Han,STORMTROOPERHAN,STORMTROOPERHAN:SIX_STAR
Stormtrooper Han,STORMTROOPERHAN,STORMTROOPERHAN:THREE_STAR
Stormtrooper Han,STORMTROOPERHAN,STORMTROOPERHAN:FOUR_STAR
Stormtrooper Han,STORMTROOPERHAN,STORMTROOPERHAN:ONE_STAR
Stormtrooper Han,STORMTROOPERHAN,STORMTROOPERHAN:FIVE_STAR
Stormtrooper Han,STORMTROOPERHAN,STORMTROOPERHAN:TWO_STAR
Mob Enforcer,HUMANTHUG,HUMANTHUG:FIVE_STAR
Mob Enforcer,HUMANTHUG,HUMANTHUG:FOUR_STAR
Mob Enforcer,HUMANTHUG,HUMANTHUG:SEVEN_STAR
Mob Enforcer,HUMANTHUG,HUMANTHUG:SIX_STAR
Mob Enforcer,HUMANTHUG,HUMANTHUG:TWO_STAR
Mob Enforcer,HUMANTHUG,HUMANTHUG:THREE_STAR
Mob Enforcer,HUMANTHUG,HUMANTHUG:ONE_STAR
Vandor Chewbacca,YOUNGCHEWBACCA,YOUNGCHEWBACCA:FIVE_STAR
Vandor Chewbacca,YOUNGCHEWBACCA,YOUNGCHEWBACCA:SEVEN_STAR
Vandor Chewbacca,YOUNGCHEWBACCA,YOUNGCHEWBACCA:FOUR_STAR
Vandor Chewbacca,YOUNGCHEWBACCA,YOUNGCHEWBACCA:ONE_STAR
Vandor Chewbacca,YOUNGCHEWBACCA,YOUNGCHEWBACCA:THREE_STAR
Vandor Chewbacca,YOUNGCHEWBACCA,YOUNGCHEWBACCA:SIX_STAR
Vandor Chewbacca,YOUNGCHEWBACCA,YOUNGCHEWBACCA:TWO_STAR
Gauntlet Starfighter,GAUNTLETSTARFIGHTER,GAUNTLETSTARFIGHTER:SIX_STAR
Gauntlet Starfighter,GAUNTLETSTARFIGHTER,GAUNTLETSTARFIGHTER:FOUR_STAR
Gauntlet Starfighter,GAUNTLETSTARFIGHTER,GAUNTLETSTARFIGHTER:FIVE_STAR
Gauntlet Starfighter,GAUNTLETSTARFIGHTER,GAUNTLETSTARFIGHTER:SEVEN_STAR
Gauntlet Starfighter,GAUNTLETSTARFIGHTER,GAUNTLETSTARFIGHTER:ONE_STAR
Gauntlet Starfighter,GAUNTLETSTARFIGHTER,GAUNTLETSTARFIGHTER:THREE_STAR
Gauntlet Starfighter,GAUNTLETSTARFIGHTER,GAUNTLETSTARFIGHTER:TWO_STAR
Admiral Piett,ADMIRALPIETT,ADMIRALPIETT:FOUR_STAR
Admiral Piett,ADMIRALPIETT,ADMIRALPIETT:SEVEN_STAR
Admiral Piett,ADMIRALPIETT,ADMIRALPIETT:FIVE_STAR
Admiral Piett,ADMIRALPIETT,ADMIRALPIETT:SIX_STAR
Admiral Piett,ADMIRALPIETT,ADMIRALPIETT:TWO_STAR
Admiral Piett,ADMIRALPIETT,ADMIRALPIETT:ONE_STAR
Admiral Piett,ADMIRALPIETT,ADMIRALPIETT:THREE_STAR
Kuiil,KUIIL,KUIIL:SEVEN_STAR
Kuiil,KUIIL,KUIIL:FIVE_STAR
Kuiil,KUIIL,KUIIL:SIX_STAR
Kuiil,KUIIL,KUIIL:TWO_STAR
Kuiil,KUIIL,KUIIL:FOUR_STAR
Kuiil,KUIIL,KUIIL:THREE_STAR
Kuiil,KUIIL,KUIIL:ONE_STAR
The Armorer,ARMORER,ARMORER:FIVE_STAR
The Armorer,ARMORER,ARMORER:SIX_STAR
The Armorer,ARMORER,ARMORER:SEVEN_STAR
The Armorer,ARMORER,ARMORER:FOUR_STAR
The Armorer,ARMORER,ARMORER:ONE_STAR
The Armorer,ARMORER,ARMORER:THREE_STAR
The Armorer,ARMORER,ARMORER:TWO_STAR
Eighth Brother,EIGHTHBROTHER,EIGHTHBROTHER:FIVE_STAR
Eighth Brother,EIGHTHBROTHER,EIGHTHBROTHER:SEVEN_STAR
Eighth Brother,EIGHTHBROTHER,EIGHTHBROTHER:FOUR_STAR
Eighth Brother,EIGHTHBROTHER,EIGHTHBROTHER:SIX_STAR
Eighth Brother,EIGHTHBROTHER,EIGHTHBROTHER:TWO_STAR
Eighth Brother,EIGHTHBROTHER,EIGHTHBROTHER:THREE_STAR
Eighth Brother,EIGHTHBROTHER,EIGHTHBROTHER:ONE_STAR
Vulture Droid,VULTUREDROID,VULTUREDROID:SEVEN_STAR
Vulture Droid,VULTUREDROID,VULTUREDROID:FOUR_STAR
Vulture Droid,VULTUREDROID,VULTUREDROID:FIVE_STAR
Vulture Droid,VULTUREDROID,VULTUREDROID:SIX_STAR
Vulture Droid,VULTUREDROID,VULTUREDROID:TWO_STAR
Vulture Droid,VULTUREDROID,VULTUREDROID:ONE_STAR
Vulture Droid,VULTUREDROID,VULTUREDROID:THREE_STAR
Ki-Adi-Mundi,KIADIMUNDI,KIADIMUNDI:SEVEN_STAR
Ki-Adi-Mundi,KIADIMUNDI,KIADIMUNDI:FOUR_STAR
Ki-Adi-Mundi,KIADIMUNDI,KIADIMUNDI:ONE_STAR
Ki-Adi-Mundi,KIADIMUNDI,KIADIMUNDI:THREE_STAR
Ki-Adi-Mundi,KIADIMUNDI,KIADIMUNDI:FIVE_STAR
Ki-Adi-Mundi,KIADIMUNDI,KIADIMUNDI:SIX_STAR
Ki-Adi-Mundi,KIADIMUNDI,KIADIMUNDI:TWO_STAR
Count Dooku,COUNTDOOKU,COUNTDOOKU:SIX_STAR
Count Dooku,COUNTDOOKU,COUNTDOOKU:SEVEN_STAR
Count Dooku,COUNTDOOKU,COUNTDOOKU:FIVE_STAR
Count Dooku,COUNTDOOKU,COUNTDOOKU:TWO_STAR
Count Dooku,COUNTDOOKU,COUNTDOOKU:THREE_STAR
Count Dooku,COUNTDOOKU,COUNTDOOKU:ONE_STAR
Count Dooku,COUNTDOOKU,COUNTDOOKU:FOUR_STAR
Jabba the Hutt,JABBATHEHUTT,JABBATHEHUTT:FIVE_STAR
Jabba the Hutt,JABBATHEHUTT,JABBATHEHUTT:FOUR_STAR
Jabba the Hutt,JABBATHEHUTT,JABBATHEHUTT:SIX_STAR
Jabba the Hutt,JABBATHEHUTT,JABBATHEHUTT:SEVEN_STAR
Jabba the Hutt,JABBATHEHUTT,JABBATHEHUTT:ONE_STAR
Jabba the Hutt,JABBATHEHUTT,JABBATHEHUTT:THREE_STAR
Jabba the Hutt,JABBATHEHUTT,JABBATHEHUTT:TWO_STAR
Ninth Sister,NINTHSISTER,NINTHSISTER:FIVE_STAR
Ninth Sister,NINTHSISTER,NINTHSISTER:FOUR_STAR
Ninth Sister,NINTHSISTER,NINTHSISTER:SEVEN_STAR
Ninth Sister,NINTHSISTER,NINTHSISTER:ONE_STAR
Ninth Sister,NINTHSISTER,NINTHSISTER:THREE_STAR
Ninth Sister,NINTHSISTER,NINTHSISTER:TWO_STAR
Ninth Sister,NINTHSISTER,NINTHSISTER:SIX_STAR
Rey (Jedi Training),REYJEDITRAINING,REYJEDITRAINING:SEVEN_STAR
Rey (Jedi Training),REYJEDITRAINING,REYJEDITRAINING:FOUR_STAR
Rey (Jedi Training),REYJEDITRAINING,REYJEDITRAINING:ONE_STAR
Rey (Jedi Training),REYJEDITRAINING,REYJEDITRAINING:THREE_STAR
Rey (Jedi Training),REYJEDITRAINING,REYJEDITRAINING:TWO_STAR
Rey (Jedi Training),REYJEDITRAINING,REYJEDITRAINING:SIX_STAR
Rey (Jedi Training),REYJEDITRAINING,REYJEDITRAINING:FIVE_STAR
Chief Nebit,CHIEFNEBIT,CHIEFNEBIT:SEVEN_STAR
Chief Nebit,CHIEFNEBIT,CHIEFNEBIT:FOUR_STAR
Chief Nebit,CHIEFNEBIT,CHIEFNEBIT:ONE_STAR
Chief Nebit,CHIEFNEBIT,CHIEFNEBIT:THREE_STAR
Chief Nebit,CHIEFNEBIT,CHIEFNEBIT:SIX_STAR
Chief Nebit,CHIEFNEBIT,CHIEFNEBIT:FIVE_STAR
Chief Nebit,CHIEFNEBIT,CHIEFNEBIT:TWO_STAR
Hoth Rebel Soldier,HOTHREBELSOLDIER,HOTHREBELSOLDIER:SIX_STAR
Hoth Rebel Soldier,HOTHREBELSOLDIER,HOTHREBELSOLDIER:FOUR_STAR
Hoth Rebel Soldier,HOTHREBELSOLDIER,HOTHREBELSOLDIER:FIVE_STAR
Hoth Rebel Soldier,HOTHREBELSOLDIER,HOTHREBELSOLDIER:SEVEN_STAR
Hoth Rebel Soldier,HOTHREBELSOLDIER,HOTHREBELSOLDIER:TWO_STAR
Hoth Rebel Soldier,HOTHREBELSOLDIER,HOTHREBELSOLDIER:ONE_STAR
Hoth Rebel Soldier,HOTHREBELSOLDIER,HOTHREBELSOLDIER:THREE_STAR
Dengar,DENGAR,DENGAR:FIVE_STAR
Dengar,DENGAR,DENGAR:FOUR_STAR
Dengar,DENGAR,DENGAR:SEVEN_STAR
Dengar,DENGAR,DENGAR:SIX_STAR
Dengar,DENGAR,DENGAR:TWO_STAR
Dengar,DENGAR,DENGAR:THREE_STAR
Dengar,DENGAR,DENGAR:ONE_STAR
"CC-2224 ""Cody""",CC2224,CC2224:FIVE_STAR
"CC-2224 ""Cody""",CC2224,CC2224:SIX_STAR
"CC-2224 ""Cody""",CC2224,CC2224:FOUR_STAR
"CC-2224 ""Cody""",CC2224,CC2224:SEVEN_STAR
"CC-2224 ""Cody""",CC2224,CC2224:TWO_STAR
"CC-2224 ""Cody""",CC2224,CC2224:ONE_STAR
"CC-2224 ""Cody""",CC2224,CC2224:THREE_STAR
Resistance Hero Finn,EPIXFINN,EPIXFINN:SIX_STAR
Resistance Hero Finn,EPIXFINN,EPIXFINN:FOUR_STAR
Resistance Hero Finn,EPIXFINN,EPIXFINN:FIVE_STAR
Resistance Hero Finn,EPIXFINN,EPIXFINN:SEVEN_STAR
Resistance Hero Finn,EPIXFINN,EPIXFINN:ONE_STAR
Resistance Hero Finn,EPIXFINN,EPIXFINN:THREE_STAR
Resistance Hero Finn,EPIXFINN,EPIXFINN:TWO_STAR
Bastila Shan (Fallen),BASTILASHANDARK,BASTILASHANDARK:SEVEN_STAR
Bastila Shan (Fallen),BASTILASHANDARK,BASTILASHANDARK:FOUR_STAR
Bastila Shan (Fallen),BASTILASHANDARK,BASTILASHANDARK:THREE_STAR
Bastila Shan (Fallen),BASTILASHANDARK,BASTILASHANDARK:ONE_STAR
Bastila Shan (Fallen),BASTILASHANDARK,BASTILASHANDARK:SIX_STAR
Bastila Shan (Fallen),BASTILASHANDARK,BASTILASHANDARK:FIVE_STAR
Bastila Shan (Fallen),BASTILASHANDARK,BASTILASHANDARK:TWO_STAR
First Order SF TIE Pilot,FIRSTORDERSPECIALFORCESPILOT,FIRSTORDERSPECIALFORCESPILOT:TWO_STAR
First Order SF TIE Pilot,FIRSTORDERSPECIALFORCESPILOT,FIRSTORDERSPECIALFORCESPILOT:SIX_STAR
First Order SF TIE Pilot,FIRSTORDERSPECIALFORCESPILOT,FIRSTORDERSPECIALFORCESPILOT:FOUR_STAR
First Order SF TIE Pilot,FIRSTORDERSPECIALFORCESPILOT,FIRSTORDERSPECIALFORCESPILOT:SEVEN_STAR
First Order SF TIE Pilot,FIRSTORDERSPECIALFORCESPILOT,FIRSTORDERSPECIALFORCESPILOT:ONE_STAR
First Order SF TIE Pilot,FIRSTORDERSPECIALFORCESPILOT,FIRSTORDERSPECIALFORCESPILOT:THREE_STAR
First Order SF TIE Pilot,FIRSTORDERSPECIALFORCESPILOT,FIRSTORDERSPECIALFORCESPILOT:FIVE_STAR
Shoretrooper,SHORETROOPER,SHORETROOPER:ONE_STAR
Shoretrooper,SHORETROOPER,SHORETROOPER:TWO_STAR
Shoretrooper,SHORETROOPER,SHORETROOPER:SEVEN_STAR
Shoretrooper,SHORETROOPER,SHORETROOPER:FOUR_STAR
Shoretrooper,SHORETROOPER,SHORETROOPER:SIX_STAR
Shoretrooper,SHORETROOPER,SHORETROOPER:THREE_STAR
Shoretrooper,SHORETROOPER,SHORETROOPER:FIVE_STAR
Endurance,CAPITALJEDICRUISER,CAPITALJEDICRUISER:FOUR_STAR
Endurance,CAPITALJEDICRUISER,CAPITALJEDICRUISER:SEVEN_STAR
Endurance,CAPITALJEDICRUISER,CAPITALJEDICRUISER:SIX_STAR
Endurance,CAPITALJEDICRUISER,CAPITALJEDICRUISER:FIVE_STAR
Endurance,CAPITALJEDICRUISER,CAPITALJEDICRUISER:TWO_STAR
Endurance,CAPITALJEDICRUISER,CAPITALJEDICRUISER:THREE_STAR
Endurance,CAPITALJEDICRUISER,CAPITALJEDICRUISER:ONE_STAR
Dark Trooper,DARKTROOPER,DARKTROOPER:TWO_STAR
Dark Trooper,DARKTROOPER,DARKTROOPER:ONE_STAR
Dark Trooper,DARKTROOPER,DARKTROOPER:SEVEN_STAR
Dark Trooper,DARKTROOPER,DARKTROOPER:FOUR_STAR
Dark Trooper,DARKTROOPER,DARKTROOPER:SIX_STAR
Dark Trooper,DARKTROOPER,DARKTROOPER:THREE_STAR
Dark Trooper,DARKTROOPER,DARKTROOPER:FIVE_STAR
Hondo Ohnaka,HONDO,HONDO:TWO_STAR
Hondo Ohnaka,HONDO,HONDO:ONE_STAR
Hondo Ohnaka,HONDO,HONDO:SIX_STAR
Hondo Ohnaka,HONDO,HONDO:SEVEN_STAR
Hondo Ohnaka,HONDO,HONDO:FOUR_STAR
Hondo Ohnaka,HONDO,HONDO:THREE_STAR
Hondo Ohnaka,HONDO,HONDO:FIVE_STAR
General Kenobi,GENERALKENOBI,GENERALKENOBI:TWO_STAR
General Kenobi,GENERALKENOBI,GENERALKENOBI:SEVEN_STAR
General Kenobi,GENERALKENOBI,GENERALKENOBI:SIX_STAR
General Kenobi,GENERALKENOBI,GENERALKENOBI:ONE_STAR
General Kenobi,GENERALKENOBI,GENERALKENOBI:FOUR_STAR
General Kenobi,GENERALKENOBI,GENERALKENOBI:THREE_STAR
General Kenobi,GENERALKENOBI,GENERALKENOBI:FIVE_STAR
Moff Gideon,MOFFGIDEONS1,MOFFGIDEONS1:THREE_STAR
Moff Gideon,MOFFGIDEONS1,MOFFGIDEONS1:SEVEN_STAR
Moff Gideon,MOFFGIDEONS1,MOFFGIDEONS1:FOUR_STAR
Moff Gideon,MOFFGIDEONS1,MOFFGIDEONS1:SIX_STAR
Moff Gideon,MOFFGIDEONS1,MOFFGIDEONS1:TWO_STAR
Moff Gideon,MOFFGIDEONS1,MOFFGIDEONS1:FIVE_STAR
Moff Gideon,MOFFGIDEONS1,MOFFGIDEONS1:ONE_STAR
Nightsister Spirit,NIGHTSISTERSPIRIT,NIGHTSISTERSPIRIT:TWO_STAR
Nightsister Spirit,NIGHTSISTERSPIRIT,NIGHTSISTERSPIRIT:ONE_STAR
Nightsister Spirit,NIGHTSISTERSPIRIT,NIGHTSISTERSPIRIT:SIX_STAR
Nightsister Spirit,NIGHTSISTERSPIRIT,NIGHTSISTERSPIRIT:FOUR_STAR
Nightsister Spirit,NIGHTSISTERSPIRIT,NIGHTSISTERSPIRIT:SEVEN_STAR
Nightsister Spirit,NIGHTSISTERSPIRIT,NIGHTSISTERSPIRIT:THREE_STAR
Nightsister Spirit,NIGHTSISTERSPIRIT,NIGHTSISTERSPIRIT:FIVE_STAR
Kit Fisto,KITFISTO,KITFISTO:FIVE_STAR
Kit Fisto,KITFISTO,KITFISTO:FOUR_STAR
Kit Fisto,KITFISTO,KITFISTO:SIX_STAR
Kit Fisto,KITFISTO,KITFISTO:SEVEN_STAR
Kit Fisto,KITFISTO,KITFISTO:TWO_STAR
Kit Fisto,KITFISTO,KITFISTO:THREE_STAR
Kit Fisto,KITFISTO,KITFISTO:ONE_STAR
Wrecker,BADBATCHWRECKER,BADBATCHWRECKER:TWO_STAR
Wrecker,BADBATCHWRECKER,BADBATCHWRECKER:ONE_STAR
Wrecker,BADBATCHWRECKER,BADBATCHWRECKER:SEVEN_STAR
Wrecker,BADBATCHWRECKER,BADBATCHWRECKER:SIX_STAR
Wrecker,BADBATCHWRECKER,BADBATCHWRECKER:FOUR_STAR
Wrecker,BADBATCHWRECKER,BADBATCHWRECKER:THREE_STAR
Wrecker,BADBATCHWRECKER,BADBATCHWRECKER:FIVE_STAR
IG-88,IG88,IG88:FIVE_STAR
IG-88,IG88,IG88:SEVEN_STAR
IG-88,IG88,IG88:SIX_STAR
IG-88,IG88,IG88:TWO_STAR
IG-88,IG88,IG88:FOUR_STAR
IG-88,IG88,IG88:ONE_STAR
IG-88,IG88,IG88:THREE_STAR
Raddus,CAPITALRADDUS,CAPITALRADDUS:SEVEN_STAR
Raddus,CAPITALRADDUS,CAPITALRADDUS:FOUR_STAR
Raddus,CAPITALRADDUS,CAPITALRADDUS:ONE_STAR
Raddus,CAPITALRADDUS,CAPITALRADDUS:THREE_STAR
Raddus,CAPITALRADDUS,CAPITALRADDUS:TWO_STAR
Raddus,CAPITALRADDUS,CAPITALRADDUS:SIX_STAR
Raddus,CAPITALRADDUS,CAPITALRADDUS:FIVE_STAR
Hunter,BADBATCHHUNTER,BADBATCHHUNTER:THREE_STAR
Hunter,BADBATCHHUNTER,BADBATCHHUNTER:ONE_STAR
Hunter,BADBATCHHUNTER,BADBATCHHUNTER:SEVEN_STAR
Hunter,BADBATCHHUNTER,BADBATCHHUNTER:SIX_STAR
Hunter,BADBATCHHUNTER,BADBATCHHUNTER:FOUR_STAR
Hunter,BADBATCHHUNTER,BADBATCHHUNTER:TWO_STAR
Hunter,BADBATCHHUNTER,BADBATCHHUNTER:FIVE_STAR
Rex's ARC-170,ARC170REX,ARC170REX:TWO_STAR
Rex's ARC-170,ARC170REX,ARC170REX:FOUR_STAR
Rex's ARC-170,ARC170REX,ARC170REX:FIVE_STAR
Rex's ARC-170,ARC170REX,ARC170REX:SIX_STAR
Rex's ARC-170,ARC170REX,ARC170REX:SEVEN_STAR
Rex's ARC-170,ARC170REX,ARC170REX:ONE_STAR
Rex's ARC-170,ARC170REX,ARC170REX:THREE_STAR
50R-T,50RT,50RT:TWO_STAR
50R-T,50RT,50RT:SEVEN_STAR
50R-T,50RT,50RT:FOUR_STAR
50R-T,50RT,50RT:THREE_STAR
50R-T,50RT,50RT:ONE_STAR
50R-T,50RT,50RT:SIX_STAR
50R-T,50RT,50RT:FIVE_STAR
Third Sister,THIRDSISTER,THIRDSISTER:THREE_STAR
Third Sister,THIRDSISTER,THIRDSISTER:FOUR_STAR
Third Sister,THIRDSISTER,THIRDSISTER:SIX_STAR
Third Sister,THIRDSISTER,THIRDSISTER:SEVEN_STAR
Third Sister,THIRDSISTER,THIRDSISTER:TWO_STAR
Third Sister,THIRDSISTER,THIRDSISTER:ONE_STAR
Third Sister,THIRDSISTER,THIRDSISTER:FIVE_STAR
C-3PO,C3POLEGENDARY,C3POLEGENDARY:SIX_STAR
C-3PO,C3POLEGENDARY,C3POLEGENDARY:SEVEN_STAR
C-3PO,C3POLEGENDARY,C3POLEGENDARY:FOUR_STAR
C-3PO,C3POLEGENDARY,C3POLEGENDARY:THREE_STAR
C-3PO,C3POLEGENDARY,C3POLEGENDARY:ONE_STAR
C-3PO,C3POLEGENDARY,C3POLEGENDARY:TWO_STAR
C-3PO,C3POLEGENDARY,C3POLEGENDARY:FIVE_STAR
Captain Han Solo,HOTHHAN,HOTHHAN:SIX_STAR
Captain Han Solo,HOTHHAN,HOTHHAN:ONE_STAR
Captain Han Solo,HOTHHAN,HOTHHAN:FOUR_STAR
Captain Han Solo,HOTHHAN,HOTHHAN:SEVEN_STAR
Captain Han Solo,HOTHHAN,HOTHHAN:THREE_STAR
Captain Han Solo,HOTHHAN,HOTHHAN:FIVE_STAR
Captain Han Solo,HOTHHAN,HOTHHAN:TWO_STAR
Bodhi Rook,BODHIROOK,BODHIROOK:TWO_STAR
